Position       	Rod_FR_Worth   	Rod_CR_Worth   
0.7660         	2.4895         	8.6175         
0.7670         	2.4928         	8.6288         
0.7680         	2.4960         	8.6400         
0.7690         	2.4992         	8.6512         
0.7700         	2.5025         	8.6625         
0.7710         	2.5057         	8.6738         
0.7720         	2.5090         	8.6850         
0.7730         	2.5122         	8.6962         
0.7740         	2.5155         	8.7075         
0.7750         	2.5187         	8.7188         
0.7760         	2.5220         	8.7300         
0.7770         	2.5252         	8.7412         
0.7780         	2.5285         	8.7525         
0.7790         	2.5317         	8.7637         
0.7800         	2.5350         	8.7750         
0.7810         	2.5382         	8.7862         
0.7820         	2.5415         	8.7975         
0.7830         	2.5448         	8.8087         
0.7840         	2.5480         	8.8200         
0.7850         	2.5513         	8.8312         
0.7860         	2.5545         	8.8425         
0.7870         	2.5577         	8.8537         
0.7880         	2.5610         	8.8650         
0.7890         	2.5642         	8.8762         
0.7900         	2.5675         	8.8875         
0.7910         	2.5707         	8.8987         
0.7920         	2.5740         	8.9100         
0.7930         	2.5772         	8.9212         
0.7940         	2.5805         	8.9325         
0.7950         	2.5837         	8.9437         
0.7960         	2.5870         	8.9550         
0.7970         	2.5902         	8.9663         
0.7980         	2.5935         	8.9775         
0.7990         	2.5967         	8.9887         
0.8000         	2.6000         	9.0000         
0.8010         	2.6033         	9.0113         
0.8020         	2.6065         	9.0225         
0.8030         	2.6098         	9.0337         
0.8040         	2.6130         	9.0450         
0.8050         	2.6162         	9.0563         
0.8060         	2.6195         	9.0675         
0.8070         	2.6227         	9.0787         
0.8080         	2.6260         	9.0900         
0.8090         	2.6292         	9.1013         
0.8100         	2.6325         	9.1125         
0.8110         	2.6357         	9.1237         
0.8120         	2.6390         	9.1350         
0.8130         	2.6422         	9.1463         
0.8140         	2.6455         	9.1575         
0.8150         	2.6487         	9.1687         
0.8160         	2.6520         	9.1800         
0.8170         	2.6552         	9.1913         
0.8180         	2.6585         	9.2025         
0.8190         	2.6618         	9.2137         
0.8200         	2.6650         	9.2250         
0.8210         	2.6683         	9.2363         
0.8220         	2.6715         	9.2475         
0.8230         	2.6747         	9.2587         
0.8240         	2.6780         	9.2700         
0.8250         	2.6812         	9.2812         
0.8260         	2.6845         	9.2925         
0.8270         	2.6877         	9.3037         
0.8280         	2.6910         	9.3150         
0.8290         	2.6942         	9.3262         
0.8300         	2.6975         	9.3375         
0.8310         	2.7007         	9.3487         
0.8320         	2.7040         	9.3600         
0.8330         	2.7072         	9.3712         
0.8340         	2.7105         	9.3825         
0.8350         	2.7137         	9.3937         
0.8360         	2.7170         	9.4050         
0.8370         	2.7203         	9.4162         
0.8380         	2.7235         	9.4275         
0.8390         	2.7268         	9.4387         
0.8400         	2.7300         	9.4500         
0.8410         	2.7332         	9.4612         
0.8420         	2.7365         	9.4725         
0.8430         	2.7397         	9.4837         
0.8440         	2.7430         	9.4950         
0.8450         	2.7462         	9.5062         
0.8460         	2.7495         	9.5175         
0.8470         	2.7527         	9.5288         
0.8480         	2.7560         	9.5400         
0.8490         	2.7592         	9.5512         
0.8500         	2.7625         	9.5625         
0.8510         	2.7657         	9.5738         
0.8520         	2.7690         	9.5850         
0.8530         	2.7722         	9.5962         
0.8540         	2.7755         	9.6075         
0.8550         	2.7788         	9.6188         
0.8560         	2.7820         	9.6300         
0.8570         	2.7853         	9.6412         
0.8580         	2.7885         	9.6525         
0.8590         	2.7917         	9.6638         
0.8600         	2.7950         	9.6750         
0.8610         	2.7982         	9.6862         
0.8620         	2.8015         	9.6975         
0.8630         	2.8047         	9.7088         
0.8640         	2.8080         	9.7200         
0.8650         	2.8112         	9.7312         
0.8660         	2.8145         	9.7425         
0.8670         	2.8177         	9.7538         
0.8680         	2.8210         	9.7650         
0.8690         	2.8242         	9.7762         
0.8700         	2.8275         	9.7875         
0.8710         	2.8307         	9.7988         
0.8720         	2.8340         	9.8100         
0.8730         	2.8373         	9.8212         
0.8740         	2.8405         	9.8325         
0.8750         	2.8438         	9.8438         
0.8760         	2.8470         	9.8550         
0.8770         	2.8502         	9.8662         
0.8780         	2.8535         	9.8775         
0.8790         	2.8567         	9.8887         
0.8800         	2.8600         	9.9000         
0.8810         	2.8632         	9.9112         
0.8820         	2.8665         	9.9225         
0.8830         	2.8697         	9.9337         
0.8840         	2.8730         	9.9450         
0.8850         	2.8762         	9.9562         
0.8860         	2.8795         	9.9675         
0.8870         	2.8827         	9.9787         
0.8880         	2.8860         	9.9900         
0.8890         	2.8892         	10.0012        
0.8900         	2.8925         	10.0125        
0.8910         	2.8958         	10.0237        
0.8920         	2.8990         	10.0350        
0.8930         	2.9022         	10.0462        
0.8940         	2.9055         	10.0575        
0.8950         	2.9087         	10.0687        
0.8960         	2.9120         	10.0800        
0.8970         	2.9152         	10.0913        
0.8980         	2.9185         	10.1025        
0.8990         	2.9217         	10.1137        
0.9000         	2.9250         	10.1250        
0.9010         	2.9282         	10.1363        
0.9020         	2.9315         	10.1475        
0.9030         	2.9347         	10.1587        
0.9040         	2.9380         	10.1700        
0.9050         	2.9412         	10.1813        
0.9060         	2.9445         	10.1925        
0.9070         	2.9477         	10.2037        
0.9080         	2.9510         	10.2150        
0.9090         	2.9543         	10.2263        
0.9100         	2.9575         	10.2375        
0.9110         	2.9607         	10.2487        
0.9120         	2.9640         	10.2600        
0.9130         	2.9672         	10.2713        
0.9140         	2.9705         	10.2825        
0.9150         	2.9737         	10.2937        
0.9160         	2.9770         	10.3050        
0.9170         	2.9802         	10.3163        
0.9180         	2.9835         	10.3275        
0.9190         	2.9867         	10.3387        
0.9200         	2.9900         	10.3500        
0.9210         	2.9932         	10.3613        
0.9220         	2.9965         	10.3725        
0.9230         	2.9997         	10.3837        
0.9240         	3.0030         	10.3950        
0.9250         	3.0062         	10.4062        
0.9260         	3.0095         	10.4175        
0.9270         	3.0128         	10.4287        
0.9280         	3.0160         	10.4400        
0.9290         	3.0192         	10.4512        
0.9300         	3.0225         	10.4625        
0.9310         	3.0257         	10.4737        
0.9320         	3.0290         	10.4850        
0.9330         	3.0322         	10.4962        
0.9340         	3.0355         	10.5075        
0.9350         	3.0387         	10.5187        
0.9360         	3.0420         	10.5300        
